lead_id,email,company_name,industry,job_title,seniority_level,company_size,country,email_opens,email_clicks,website_visits,time_on_site,pages_viewed,content_downloads,form_submissions,event_attendance,demo_requests,pricing_page_views,feature_page_views,days_since_first_interaction,total_interactions,last_interaction_days,converted
LEAD_757,joanne69@example.net,"Steele, Mathews and Wells",Healthcare,Radiation protection practitioner,Mid,1000+,Canada,1,9,27,370,10,2,2,0,1,0,3,44,55,2,1
LEAD_758,bakerjohn@example.org,Phillips PLC,Retail,"Accountant, chartered certified",Mid,1000+,USA,16,3,27,209,2,0,1,0,0,1,1,62,15,16,0
LEAD_759,ubooth@example.org,Martinez Inc,Technology,Primary school teacher,Mid,1000+,India,0,6,38,106,4,2,0,0,0,4,5,84,22,8,0
LEAD_760,xpeters@example.org,Mcdaniel-Miller,Retail,Maintenance engineer,Entry,1-10,Germany,3,0,33,127,6,1,2,1,0,0,8,36,15,9,0
LEAD_761,pwhite@example.org,Lin-Kelly,Education,"Development worker, community",Executive,1000+,India,7,4,12,646,19,1,1,0,1,3,1,41,26,10,0
LEAD_762,carterrebecca@example.org,Boyer-Walter,Retail,Trade union research officer,Executive,1-10,USA,10,8,13,95,17,4,2,1,1,4,3,12,23,19,0
LEAD_763,judithsanchez@example.org,"Horne, Fleming and Cole",Retail,Medical secretary,Mid,1-10,USA,12,4,10,677,12,4,2,1,1,2,7,22,46,13,0
LEAD_764,danameadows@example.org,"Graham, Hayes and Booker",Healthcare,Television/film/video producer,Entry,51-200,Canada,4,0,13,277,5,1,2,0,0,2,8,37,25,13,0
LEAD_765,ryanbaker@example.net,"Bowers, Richardson and Coleman",Education,Medical laboratory scientific officer,Entry,1000+,India,19,9,33,243,12,4,0,1,0,0,2,85,30,15,0
LEAD_766,lisa90@example.org,Phelps Ltd,Retail,Sports coach,Entry,1000+,USA,19,1,35,203,3,3,2,1,1,0,1,81,46,21,0
LEAD_767,lucas27@example.com,"Parker, Avery and Lawson",Retail,Occupational therapist,Executive,1-10,UK,6,3,11,402,1,0,2,1,1,0,9,33,8,16,0
LEAD_768,jessicastein@example.org,Wagner-Davis,Education,"Sound technician, broadcasting/film/video",Mid,1000+,USA,2,6,19,87,6,3,0,1,1,3,0,102,33,5,0
LEAD_769,margaret36@example.com,"King, Sellers and Washington",Technology,"Designer, blown glass/stained glass",Mid,1-10,Germany,4,1,4,316,15,3,1,1,0,3,9,93,32,20,0
LEAD_770,sarah05@example.com,"Roberts, Johnson and Morales",Finance,Production manager,Executive,1-10,USA,9,6,8,444,8,4,1,1,1,4,9,70,18,11,0
LEAD_771,jillmontgomery@example.com,Thompson Ltd,Technology,Prison officer,Executive,11-50,Canada,10,2,21,362,6,3,1,1,0,4,0,23,9,29,0
LEAD_772,christopheryoung@example.com,Greene PLC,Retail,Actor,Mid,1-10,India,1,9,10,67,13,2,0,0,0,0,5,70,8,22,1
LEAD_773,vrodriguez@example.org,Wright-Silva,Technology,Manufacturing engineer,Executive,1000+,India,9,1,16,124,7,0,2,0,1,0,7,91,53,26,0
LEAD_774,leekeller@example.com,"Sanchez, Rios and Macdonald",Healthcare,"Engineer, maintenance (IT)",Executive,1000+,USA,14,6,0,445,18,1,1,1,0,2,1,48,58,16,0
LEAD_775,walshjonathan@example.org,Oconnor and Sons,Technology,Immunologist,Senior,11-50,India,17,3,5,489,10,3,0,1,0,4,4,116,14,1,0
LEAD_776,bweiss@example.com,Brooks and Sons,Education,Personal assistant,Mid,1000+,Canada,3,1,13,609,9,0,0,1,0,2,8,77,54,12,0
LEAD_777,elizabethknight@example.net,Williams LLC,Retail,"Programme researcher, broadcasting/film/video",Executive,51-200,UK,19,2,16,419,11,0,1,0,0,2,5,35,47,18,0
LEAD_778,laura30@example.com,Anderson-Reyes,Finance,"Programmer, applications",Senior,11-50,Canada,11,8,31,369,3,3,2,1,1,4,0,78,12,21,0
LEAD_779,mariaestes@example.com,"Hunter, Murphy and Oconnell",Healthcare,"Therapist, music",Executive,201-1000,USA,3,5,17,567,2,3,2,1,1,4,3,79,43,16,0
LEAD_780,garybutler@example.net,"Lowery, Neal and Martinez",Finance,Optometrist,Senior,51-200,Canada,12,6,25,142,13,3,0,0,0,1,7,27,29,22,0
LEAD_781,michaelhodges@example.net,Stanley-Lewis,Finance,Theme park manager,Executive,1000+,Germany,18,6,27,279,3,3,0,0,0,3,6,48,5,17,0
LEAD_782,francisco44@example.net,Smith-Aguilar,Retail,Public affairs consultant,Entry,1000+,USA,13,1,26,733,5,2,1,0,0,1,1,19,26,27,0
LEAD_783,johnsonzachary@example.net,Robinson-Schultz,Technology,"Surveyor, land/geomatics",Executive,1-10,Canada,4,4,18,284,18,2,1,0,1,1,4,26,7,4,0
LEAD_784,moonbridget@example.net,Townsend Group,Healthcare,Electrical engineer,Executive,1-10,Germany,6,0,27,588,16,3,0,0,0,3,0,75,23,12,1
LEAD_785,lambjoseph@example.com,Bryant-Thornton,Technology,Control and instrumentation engineer,Senior,201-1000,USA,2,9,35,670,19,0,1,1,0,1,6,5,27,25,0
LEAD_786,gregoryjones@example.net,Walters-Conley,Technology,Oceanographer,Mid,11-50,UK,8,2,20,694,11,3,0,1,0,1,7,98,40,25,0
LEAD_787,michael40@example.com,"Reilly, Webb and Barrett",Finance,Emergency planning/management officer,Entry,51-200,UK,3,0,4,618,10,3,1,1,1,4,5,35,25,7,0
LEAD_788,jasonmiller@example.net,Smith-Hensley,Healthcare,Armed forces training and education officer,Entry,1-10,Germany,8,3,18,80,3,4,0,1,1,0,5,42,54,7,1
LEAD_789,randall18@example.net,Atkins LLC,Finance,"Scientist, clinical (histocompatibility and immunogenetics)",Mid,1000+,India,18,1,38,552,12,3,2,1,1,3,1,19,39,28,0
LEAD_790,carolbaxter@example.org,Saunders Group,Retail,Historic buildings inspector/conservation officer,Entry,1000+,Germany,2,2,2,247,4,1,0,1,0,2,5,76,18,21,0
LEAD_791,crodriguez@example.org,Franco-Watkins,Healthcare,Data processing manager,Mid,1000+,USA,12,2,18,588,17,4,1,1,1,0,1,84,40,29,0
LEAD_792,stephaniesteele@example.net,Rivera LLC,Healthcare,Technical author,Executive,51-200,Canada,18,1,15,279,11,2,1,1,1,3,3,7,11,2,0
LEAD_793,bperez@example.net,"Brown, Medina and Rivers",Education,Medical technical officer,Senior,201-1000,UK,5,5,27,528,6,0,1,1,0,2,3,79,11,10,0
LEAD_794,nmiller@example.net,"Nunez, Wright and Collins",Retail,Proofreader,Senior,51-200,UK,11,8,33,615,4,4,1,0,1,3,8,76,41,24,0
LEAD_795,michelledixon@example.com,Davis-White,Technology,Publishing rights manager,Entry,201-1000,USA,8,5,1,648,7,1,0,1,0,2,9,81,22,17,0
LEAD_796,nicole10@example.org,"Harper, Doyle and Johnson",Education,"Teacher, early years/pre",Mid,1-10,Germany,4,8,36,236,6,1,0,0,1,2,2,62,25,7,0
LEAD_797,castropatrick@example.com,Rodriguez Group,Education,Drilling engineer,Executive,51-200,USA,14,5,35,239,15,2,1,0,0,0,5,33,23,15,0
LEAD_798,coleelizabeth@example.org,Hall-Shelton,Finance,Management consultant,Executive,1000+,India,1,6,0,335,6,2,2,0,1,4,6,38,13,5,0
LEAD_799,kingdebra@example.net,"Lopez, Moore and Whitney",Finance,Industrial/product designer,Executive,51-200,India,15,6,4,180,7,4,0,1,1,0,8,43,57,14,0
LEAD_800,jesusstein@example.com,"Collier, Pollard and Mckay",Education,"Conservator, furniture",Mid,1-10,Canada,15,2,2,740,4,4,1,1,0,3,1,4,10,6,0
LEAD_801,suzanne01@example.org,Cain-Davis,Technology,Soil scientist,Mid,1000+,USA,7,4,17,174,7,4,2,0,1,3,2,102,28,20,0
LEAD_802,kathleen32@example.com,"White, Pierce and Holloway",Education,Sport and exercise psychologist,Mid,1000+,Canada,18,8,1,670,11,0,1,1,1,2,7,29,6,6,0
LEAD_803,kelseyphillips@example.com,Macias-Martin,Healthcare,"Scientist, research (physical sciences)",Entry,201-1000,USA,1,0,26,308,11,2,0,1,1,2,8,10,37,25,0
LEAD_804,pamela33@example.net,Mason-Blake,Finance,Aeronautical engineer,Mid,1-10,USA,6,9,1,724,11,3,0,0,1,2,5,15,32,8,1
LEAD_805,scarroll@example.org,Davis-Williams,Finance,"Lighting technician, broadcasting/film/video",Executive,11-50,Germany,6,4,15,485,9,0,1,0,1,3,3,7,58,3,1
LEAD_806,wilsongeorge@example.net,Carr Ltd,Retail,Manufacturing engineer,Executive,1-10,USA,9,4,12,371,11,2,2,1,1,0,2,55,8,8,0
LEAD_807,stephenfisher@example.org,"Flores, Coffey and Green",Education,Actuary,Executive,201-1000,Germany,17,9,6,634,10,4,0,0,1,4,7,71,31,16,0
LEAD_808,oho@example.com,"Sparks, Brown and Hernandez",Retail,"Journalist, magazine",Executive,201-1000,Canada,4,0,4,517,10,0,0,0,1,0,3,105,44,9,0
LEAD_809,tlawson@example.com,Griffith-Davis,Retail,Insurance underwriter,Entry,51-200,USA,4,6,35,161,14,0,2,1,1,4,5,82,11,10,0
LEAD_810,audrey94@example.org,"Bradley, Foley and Soto",Finance,Textile designer,Senior,201-1000,Canada,5,1,18,574,19,3,2,1,0,2,2,1,39,14,0
LEAD_811,shortalexis@example.com,Mitchell-Barrett,Healthcare,"Production assistant, radio",Senior,11-50,Canada,2,1,16,777,4,3,0,0,0,2,4,103,36,5,0
LEAD_812,robertedwards@example.com,Johnson-Taylor,Healthcare,Dealer,Senior,1000+,India,13,7,26,557,14,2,2,0,0,4,7,52,14,23,0
LEAD_813,moorebrandon@example.com,Nunez-Robinson,Healthcare,Management consultant,Executive,1-10,Canada,18,7,25,77,6,4,0,0,0,3,8,58,38,23,1
LEAD_814,gbenson@example.net,Cunningham Group,Education,Civil Service fast streamer,Senior,11-50,Canada,11,9,33,259,7,1,2,1,0,3,5,11,33,28,1
LEAD_815,ismith@example.com,"Blake, Daniel and Brown",Technology,Theatre manager,Entry,201-1000,UK,8,3,11,102,12,2,2,1,1,2,6,70,25,18,0
LEAD_816,travisbarnes@example.org,Reed-Hall,Technology,"Engineer, maintenance (IT)",Mid,201-1000,USA,19,8,12,383,1,4,2,1,0,2,2,85,34,7,0
LEAD_817,cscott@example.com,Blake Group,Finance,Environmental consultant,Senior,1000+,Germany,13,0,26,447,10,0,0,1,0,4,3,19,11,26,1
LEAD_818,thomas60@example.net,Johnson Ltd,Education,Retail banker,Mid,11-50,USA,16,9,30,285,12,3,0,0,0,2,4,82,44,2,0
LEAD_819,jennifer44@example.com,"Moore, Carroll and Floyd",Technology,"Scientist, physiological",Mid,1-10,UK,15,7,33,61,17,1,0,0,0,1,3,103,34,8,0
LEAD_820,robertsmith@example.net,"Ramos, Navarro and Rodriguez",Healthcare,Probation officer,Mid,51-200,India,17,1,27,70,11,3,1,1,0,1,9,7,7,25,0
LEAD_821,carol23@example.org,Holmes-Wilson,Finance,Land/geomatics surveyor,Executive,51-200,UK,19,2,0,293,7,1,2,1,1,0,1,9,30,13,0
LEAD_822,jenkinslisa@example.org,"Padilla, Fletcher and Simmons",Finance,Event organiser,Mid,201-1000,India,19,7,37,579,18,1,0,1,1,4,4,91,50,13,1
LEAD_823,longanthony@example.net,Fitzgerald Ltd,Healthcare,"Accountant, chartered public finance",Senior,11-50,UK,6,2,29,258,11,1,0,1,0,4,6,119,29,13,0
LEAD_824,briannahernandez@example.net,"Jackson, Green and Mckenzie",Healthcare,Building control surveyor,Executive,51-200,USA,14,3,1,474,19,3,0,0,0,3,2,98,29,12,0
LEAD_825,calvincollins@example.com,Smith LLC,Finance,"Scientist, marine",Mid,11-50,USA,16,6,26,41,13,4,2,0,0,2,5,11,50,5,0
LEAD_826,williamsnathan@example.org,Potts-Smith,Technology,"Nurse, adult",Entry,201-1000,India,5,3,14,326,11,1,2,1,1,4,5,88,29,11,0
LEAD_827,jason95@example.net,Blankenship Ltd,Finance,Oncologist,Senior,51-200,UK,7,0,2,307,2,1,0,1,0,0,3,97,45,20,0
LEAD_828,mary02@example.org,"Harding, Gonzalez and Nichols",Technology,"Therapist, horticultural",Senior,1000+,USA,16,4,26,139,3,0,2,0,0,2,3,116,39,5,0
LEAD_829,novakerik@example.com,Smith Ltd,Finance,English as a second language teacher,Mid,1-10,Canada,4,4,38,480,12,3,2,0,0,0,1,16,38,23,0
LEAD_830,arthurmacdonald@example.net,"Stevenson, Simmons and Cantrell",Healthcare,Accounting technician,Entry,51-200,UK,17,8,27,408,7,3,1,1,0,3,5,31,38,16,0
LEAD_831,vanessamorris@example.org,"Cruz, Schwartz and Johnson",Retail,Film/video editor,Entry,201-1000,Canada,4,9,10,658,16,1,1,0,0,2,3,113,52,22,0
LEAD_832,tammy00@example.org,"Wu, Johnson and Roth",Finance,Science writer,Senior,201-1000,Germany,12,0,27,708,5,2,0,0,0,4,1,96,23,13,0
LEAD_833,lleon@example.com,Sims and Sons,Technology,Homeopath,Senior,1-10,Canada,17,3,2,314,12,1,1,0,1,0,4,23,29,12,0
LEAD_834,zacharylane@example.org,Thompson Ltd,Healthcare,Corporate treasurer,Entry,11-50,UK,12,9,8,58,8,3,1,1,1,2,0,80,16,13,1
LEAD_835,nreyes@example.net,"Martinez, Griffith and Singleton",Technology,Psychiatric nurse,Executive,201-1000,USA,9,3,32,761,10,4,0,1,1,2,3,59,23,27,0
LEAD_836,kimberly58@example.net,"Robbins, Crawford and Perez",Finance,Emergency planning/management officer,Executive,1000+,UK,19,8,19,354,9,1,2,0,0,1,0,106,23,27,0
LEAD_837,dariusgill@example.net,Wolfe-Perry,Healthcare,Television camera operator,Senior,201-1000,UK,3,9,0,428,7,4,1,0,0,3,7,9,30,3,0
LEAD_838,vpaul@example.net,Small LLC,Healthcare,"Engineer, structural",Executive,51-200,Canada,0,1,2,771,18,1,0,1,1,2,2,64,14,15,0
LEAD_839,anthonywalter@example.net,"Pierce, Alexander and Knapp",Healthcare,Event organiser,Entry,11-50,Canada,3,9,31,539,4,2,1,1,0,3,0,81,42,19,0
LEAD_840,mwood@example.net,"Campbell, Conley and Martinez",Healthcare,"Designer, multimedia",Senior,1-10,Canada,5,4,19,304,10,3,2,0,1,1,3,24,17,29,0
LEAD_841,newtonjohn@example.net,Cox Group,Retail,"Production assistant, television",Senior,11-50,Germany,2,1,0,146,15,2,2,1,0,0,8,77,30,18,0
LEAD_842,mariedavid@example.org,Macdonald-Gutierrez,Healthcare,"Sound technician, broadcasting/film/video",Senior,201-1000,India,10,5,11,277,19,3,1,1,0,1,6,86,53,2,0
LEAD_843,owade@example.net,Shaw-Reyes,Retail,Art gallery manager,Executive,1000+,India,5,2,19,510,14,4,2,0,0,3,3,55,59,10,0
LEAD_844,brownkeith@example.com,Garcia Group,Finance,Geographical information systems officer,Senior,51-200,India,12,2,7,301,9,3,1,0,1,1,5,119,12,26,0
LEAD_845,jeffreyfoster@example.com,Stewart-Johnson,Retail,Petroleum engineer,Senior,51-200,UK,5,6,13,311,11,4,0,0,1,4,2,68,43,1,0
LEAD_846,gjones@example.com,Wang and Sons,Healthcare,Industrial buyer,Senior,1-10,UK,2,7,21,148,13,0,0,0,0,2,1,56,26,9,0
LEAD_847,lisa71@example.com,Guerrero-Lopez,Finance,"Engineer, energy",Senior,1-10,Canada,3,5,27,96,16,1,1,0,0,4,3,53,50,20,0
LEAD_848,lucas60@example.org,Simpson and Sons,Retail,Hospital pharmacist,Senior,11-50,UK,1,0,31,21,3,1,1,1,0,0,1,45,47,9,1
LEAD_849,abigailevans@example.com,Barajas PLC,Retail,Trading standards officer,Entry,1-10,UK,7,9,22,548,18,0,0,1,0,0,8,69,13,26,1
LEAD_850,lstewart@example.com,Hunter Inc,Finance,Recruitment consultant,Entry,11-50,India,19,7,3,39,5,3,1,1,1,3,4,63,6,20,0
LEAD_851,nathan35@example.com,Bailey Inc,Education,General practice doctor,Entry,11-50,Canada,18,7,23,774,15,3,1,0,0,0,0,53,53,14,0
LEAD_852,sheri40@example.com,"Stone, Calderon and Lane",Technology,"Education officer, community",Executive,201-1000,Germany,4,4,9,436,10,2,1,0,1,3,0,62,27,12,0
LEAD_853,fordbernard@example.net,"Ryan, Delgado and Dixon",Education,Industrial/product designer,Mid,1-10,USA,17,5,39,21,14,3,1,1,1,0,7,7,27,28,0
LEAD_854,gabrielhoward@example.org,"Caldwell, Copeland and Smith",Education,Diagnostic radiographer,Entry,1-10,India,1,5,31,250,4,0,2,1,0,1,1,12,37,15,1
LEAD_855,klinecharles@example.org,Garrett Inc,Technology,Diplomatic Services operational officer,Entry,201-1000,UK,11,0,29,444,1,3,1,0,1,2,7,51,6,14,0
LEAD_856,vanessaspears@example.com,Morales-Ortiz,Finance,"Teacher, English as a foreign language",Senior,51-200,Germany,5,2,28,690,13,4,0,0,1,3,8,104,56,3,1
LEAD_857,colleenpeterson@example.net,Terry-Barnes,Education,Special effects artist,Mid,51-200,UK,5,3,10,30,11,2,2,0,0,3,1,59,23,15,0
LEAD_858,jsanchez@example.com,"Davila, Johnson and Jones",Education,Environmental consultant,Entry,1000+,Canada,11,4,4,391,1,3,0,1,1,3,0,91,58,11,0
LEAD_859,jerrycook@example.net,Francis-Wagner,Education,Counsellor,Entry,201-1000,USA,11,2,10,611,15,0,2,0,1,2,2,70,29,4,0
LEAD_860,sharon15@example.org,White-Deleon,Healthcare,Camera operator,Executive,51-200,USA,17,7,4,338,11,0,2,0,1,3,0,52,34,25,0
LEAD_861,douglasweber@example.org,"Johnson, Williams and Dickson",Technology,"Teacher, adult education",Entry,51-200,USA,3,3,30,321,4,2,1,0,1,0,1,113,38,5,0
LEAD_862,suarezryan@example.org,Keller-Cox,Finance,Warden/ranger,Executive,1-10,India,8,2,0,337,8,4,1,0,0,3,3,44,23,8,0
LEAD_863,fyork@example.com,"Rogers, Griffin and Singleton",Technology,Product/process development scientist,Executive,1000+,Germany,17,1,5,266,9,1,2,1,0,3,4,20,56,2,0
LEAD_864,rthompson@example.net,Adams PLC,Education,Medical technical officer,Entry,11-50,USA,6,9,24,305,4,1,2,1,0,1,7,95,14,28,1
LEAD_865,christina42@example.net,Castillo-Thompson,Education,Manufacturing systems engineer,Mid,201-1000,India,12,2,30,715,18,4,1,0,1,3,0,100,21,29,0
LEAD_866,lisacraig@example.org,Doyle Ltd,Retail,Petroleum engineer,Entry,201-1000,USA,15,0,15,243,4,1,2,0,0,4,9,29,40,25,0
LEAD_867,tweeks@example.org,Maxwell Ltd,Retail,"Lighting technician, broadcasting/film/video",Executive,11-50,USA,19,2,18,187,7,2,1,0,0,1,5,47,26,20,0
LEAD_868,wendy87@example.org,Parks-George,Technology,"Surveyor, planning and development",Senior,1-10,USA,9,7,32,288,7,3,1,1,1,1,6,47,11,7,0
LEAD_869,charles05@example.net,"French, Jackson and Young",Education,Consulting civil engineer,Mid,11-50,India,6,6,17,696,15,1,0,0,1,2,4,46,30,24,0
LEAD_870,julielove@example.net,Martin-Schneider,Education,"Nurse, children's",Senior,201-1000,Canada,8,9,13,746,7,2,0,0,1,4,8,52,33,4,0
LEAD_871,nathan07@example.net,Gilmore LLC,Finance,"Designer, jewellery",Mid,11-50,Canada,9,3,39,554,4,4,2,1,0,2,3,72,53,8,0
LEAD_872,davenportdavid@example.net,"Brown, Brown and Montoya",Retail,Trading standards officer,Mid,201-1000,USA,7,4,12,795,13,1,2,0,1,3,0,24,29,6,0
LEAD_873,anthonyjones@example.org,Sanchez Group,Healthcare,Contractor,Senior,11-50,UK,3,8,27,173,8,2,2,1,1,3,1,75,5,20,1
LEAD_874,pdavis@example.org,Rogers-Duncan,Healthcare,Charity fundraiser,Executive,201-1000,USA,12,1,22,547,3,3,0,0,0,4,4,58,8,20,0
LEAD_875,renee20@example.com,Black-Jones,Healthcare,Video editor,Executive,201-1000,Canada,8,7,23,52,9,0,2,0,0,3,1,95,22,26,0
LEAD_876,vnovak@example.net,Smith LLC,Retail,"Programmer, systems",Senior,1-10,Germany,2,9,29,549,2,0,1,0,0,1,3,99,31,24,1
LEAD_877,renee57@example.net,Olson-Hartman,Healthcare,Learning disability nurse,Executive,11-50,India,5,1,3,766,19,3,2,0,0,3,4,47,56,28,0
LEAD_878,cherrytimothy@example.org,"Church, Brown and Gregory",Finance,Network engineer,Mid,1-10,India,3,5,30,96,4,1,1,1,0,3,3,65,43,21,0
LEAD_879,medinastacey@example.net,"Arnold, Willis and Ayers",Retail,Archaeologist,Mid,1000+,UK,10,6,38,168,15,4,1,0,0,0,3,52,54,18,0
LEAD_880,marcus93@example.net,Flores Inc,Finance,Call centre manager,Executive,201-1000,Canada,11,7,26,191,10,1,2,0,0,1,8,32,49,9,0
LEAD_881,reynoldsmelissa@example.org,Schmidt PLC,Technology,Museum/gallery exhibitions officer,Senior,11-50,USA,8,9,1,501,3,4,0,0,0,2,3,69,50,6,1
LEAD_882,aanderson@example.com,Powell and Sons,Healthcare,Armed forces logistics/support/administrative officer,Executive,201-1000,USA,18,9,18,291,8,0,0,1,0,3,0,82,26,13,0
LEAD_883,austin22@example.org,Warren-Peters,Education,Volunteer coordinator,Mid,1000+,Canada,0,1,6,214,13,4,1,0,0,1,6,37,24,25,0
LEAD_884,ihale@example.net,"Hawkins, Fry and Thompson",Healthcare,Theme park manager,Executive,1000+,USA,12,3,32,267,17,0,1,1,1,0,1,61,39,14,0
LEAD_885,samanthagriffin@example.com,"Williams, Garcia and Jackson",Technology,"Teacher, music",Entry,201-1000,India,12,9,25,504,8,3,1,0,0,3,7,95,51,23,0
LEAD_886,caitlinbutler@example.org,Vargas-Romero,Education,International aid/development worker,Executive,11-50,USA,18,8,34,745,13,3,1,1,1,1,2,8,25,19,0
LEAD_887,eileenparrish@example.net,"Williams, Moore and Whitehead",Healthcare,Magazine features editor,Entry,11-50,UK,1,6,1,623,6,2,1,0,1,2,1,9,8,27,0
LEAD_888,crystal96@example.com,Vazquez and Sons,Technology,Waste management officer,Senior,51-200,USA,2,4,0,750,2,2,0,0,1,2,6,78,28,15,0
LEAD_889,christinamoore@example.net,Henderson-Kim,Finance,Technical author,Senior,1000+,Canada,15,0,5,733,9,1,0,1,1,1,7,45,41,1,0
LEAD_890,chouston@example.com,Sawyer-Lewis,Finance,"Engineer, civil (contracting)",Executive,201-1000,Canada,7,7,11,316,11,4,1,0,1,4,7,96,16,7,0
LEAD_891,smithjustin@example.com,Rodriguez and Sons,Technology,Mining engineer,Executive,1000+,India,11,4,5,670,11,3,2,0,0,3,9,67,15,16,0
LEAD_892,matthewadams@example.com,"Mitchell, Lozano and Rollins",Education,Energy manager,Mid,1000+,UK,10,6,12,712,12,1,1,0,0,1,8,80,13,22,0
LEAD_893,desiree21@example.com,Castillo-Brown,Healthcare,"Surveyor, mining",Senior,1-10,UK,14,3,20,629,7,0,0,1,1,0,0,9,29,7,0
LEAD_894,wlowery@example.com,"Johnson, Sims and Gutierrez",Finance,Records manager,Executive,1000+,Germany,18,3,2,721,9,0,0,0,1,2,6,43,34,20,0
LEAD_895,davidmontes@example.com,Holt-Brown,Education,Equities trader,Executive,51-200,Canada,5,6,9,128,5,3,2,1,0,1,3,99,34,8,0
LEAD_896,connor68@example.com,Herman LLC,Technology,Professor Emeritus,Senior,11-50,Germany,2,7,12,158,10,1,1,1,0,4,6,56,41,18,0
LEAD_897,houstonelizabeth@example.net,"Williams, Sanders and Allen",Education,Education administrator,Entry,1-10,India,5,5,16,339,9,0,0,0,1,2,0,80,34,12,1
LEAD_898,hallgeorge@example.net,"Hammond, Wilcox and White",Healthcare,Ergonomist,Mid,1-10,Canada,6,9,33,305,18,4,1,0,0,2,3,65,7,25,0
LEAD_899,qdavis@example.com,"Bruce, Wells and Miller",Healthcare,"Engineer, structural",Mid,51-200,USA,6,4,29,470,9,2,2,0,0,3,9,18,11,29,0
LEAD_900,leebarbara@example.net,"Daniels, Knapp and Peterson",Technology,"Surveyor, mining",Entry,201-1000,UK,14,1,36,212,10,1,1,0,1,4,9,56,36,13,1
LEAD_901,ricardomitchell@example.com,Pittman Group,Education,Banker,Entry,51-200,India,12,8,5,93,3,1,1,0,1,1,9,60,9,26,0
LEAD_902,molinaluis@example.org,"Pierce, Jones and Moran",Technology,Conference centre manager,Executive,11-50,UK,19,3,36,782,15,1,2,0,1,2,3,22,29,3,0
LEAD_903,frankhale@example.net,Graves LLC,Education,Naval architect,Mid,201-1000,India,17,3,39,773,18,1,0,0,1,2,8,83,13,27,1
LEAD_904,littlejessica@example.com,Lawrence Inc,Finance,Research scientist (medical),Mid,11-50,UK,18,6,8,207,2,1,2,1,1,3,7,86,22,13,0
LEAD_905,brandon22@example.org,Weaver LLC,Education,Facilities manager,Entry,1000+,Germany,15,1,17,70,10,4,1,1,1,3,2,39,56,12,0
LEAD_906,perezchelsea@example.com,"Lewis, Edwards and Hart",Education,Product designer,Mid,201-1000,Germany,14,6,34,240,18,0,2,1,1,0,4,76,32,29,0
LEAD_907,patrickjenkins@example.net,Scott and Sons,Technology,Primary school teacher,Executive,11-50,India,16,5,30,503,1,4,2,0,0,0,4,14,51,21,0
LEAD_908,johnsonjonathan@example.com,Thomas-Graves,Technology,Lobbyist,Senior,11-50,Canada,14,2,5,172,13,3,2,1,0,0,0,94,47,25,0
LEAD_909,ywillis@example.org,Woodward-Palmer,Finance,Further education lecturer,Mid,11-50,Canada,19,6,33,305,9,0,0,0,1,2,0,42,11,9,0
LEAD_910,debraochoa@example.org,Roberson Inc,Retail,Jewellery designer,Executive,51-200,Canada,18,7,17,793,10,0,0,1,0,2,1,26,27,24,0
LEAD_911,krobbins@example.com,"Hernandez, West and Brown",Retail,Television/film/video producer,Mid,1-10,USA,16,8,2,88,18,0,1,0,1,0,1,73,35,7,0
LEAD_912,cwang@example.com,Sanders-Garner,Education,"Production assistant, television",Senior,51-200,USA,17,6,19,423,14,4,0,1,0,3,1,118,16,28,0
LEAD_913,ellispeter@example.net,Anderson-Thompson,Finance,Claims inspector/assessor,Mid,1-10,Germany,16,6,14,72,2,4,0,0,1,0,8,83,40,5,0
LEAD_914,singhdeborah@example.com,Williams PLC,Retail,Podiatrist,Executive,1000+,UK,18,3,35,48,7,2,1,0,1,0,8,34,6,22,0
LEAD_915,kevin42@example.org,Bender-Sparks,Healthcare,Comptroller,Entry,1000+,USA,8,8,18,88,2,0,2,0,1,1,5,119,42,18,0
LEAD_916,grobinson@example.com,"Jones, Gutierrez and Martin",Healthcare,"Designer, ceramics/pottery",Senior,1-10,Canada,4,3,11,320,12,1,0,0,1,2,1,25,17,25,0
LEAD_917,wcarlson@example.org,Peck-Aguirre,Healthcare,Horticultural therapist,Executive,201-1000,Canada,18,0,33,735,14,0,1,0,0,0,3,3,38,6,0
LEAD_918,hporter@example.com,Johnson Group,Healthcare,"Scientist, biomedical",Mid,201-1000,India,17,4,34,711,6,2,2,1,1,4,4,43,26,21,0
LEAD_919,robert77@example.net,Smith-Bradford,Finance,Sports administrator,Mid,201-1000,Germany,12,1,29,721,7,4,2,0,0,1,0,2,42,10,0
LEAD_920,jonesrobert@example.org,Miller Ltd,Finance,Forensic psychologist,Mid,11-50,India,2,7,2,182,18,2,0,1,0,3,4,74,48,12,0
LEAD_921,ohernandez@example.net,Hurst Group,Retail,"Psychologist, sport and exercise",Mid,1000+,Germany,6,2,3,508,11,2,0,1,0,3,4,83,46,22,0
LEAD_922,xbennett@example.net,Carrillo-Johnson,Education,Media buyer,Mid,51-200,Canada,5,9,2,247,11,2,2,1,1,2,4,42,53,20,0
LEAD_923,floressuzanne@example.org,"Rogers, Wade and Hull",Retail,Air cabin crew,Senior,51-200,Germany,17,8,21,111,16,4,2,1,1,3,6,113,40,24,1
LEAD_924,smithjulia@example.com,Larson-Cunningham,Education,Marine scientist,Entry,11-50,USA,4,0,9,506,8,3,2,0,0,1,6,96,14,5,0
